ID_CLIENTE;ESTC;NDEP;RENDA;TIPOR;VBEM;NPARC;VPARC;TEL;IDADE;RESMS;ENTRADA;ADIMPLENTE
1666;S;0;380;P;418;10;60;N;67;6;0;S
1667;S;0;1690;NP;1877;6;265;N;52;48;600;N
1668;C;0;831;NP;620;20;71;S;60;36;0;S
1669;S;0;738;P;469;9;77;N;38;6;0;S
1670;S;1;500;P;398;6;87;N;30;6;0;S
1671;S;0;700;P;398;5;96;N;41;6;0;S
1672;C;0;1000;NP;316;3;117;N;26;48;0;N
1673;S;0;600;P;690;12;75;N;30;6;0;S
1674;S;0;1200;P;715;5;174;N;26;6;0;S
1675;C;0;769;NP;1081;12;91;N;56;48;0;N
1676;S;0;1200;P;369;3;139;N;40;6;0;S
1677;C;0;579;NP;419;12;53;N;21;48;0;N
1678;C;0;460;P;352;9;58;N;28;6;0;S
1679;S;0;350;P;340;8;61;N;52;264;0;S
1680;S;0;348;P;439;4;56;N;47;6;250;S
1681;C;0;500;NP;633;6;106;N;36;48;0;N
1682;S;0;310;NP;459;12;63;S;22;0;0;N
1683;S;0;525;P;480;10;67;N;46;6;0;S
1684;C;0;425;NP;395;12;54;N;52;120;0;N
1685;C;0;1200;P;461;5;111;N;41;6;0;S
1686;C;0;2000;NP;525;2;285;N;44;48;0;N
1687;C;0;800;NP;698;12;95;S;26;0;0;N
1688;S;0;1200;P;1459;10;181;N;31;6;0;S
1689;C;0;600;P;525;10;80;N;20;6;0;N
1690;V;0;515;NP;334;6;52;N;51;12;100;N
1691;C;0;983;NP;489;3;182;N;21;48;0;N
1692;S;0;401;P;469;5;90;N;42;24;100;S
1693;S;0;1100;NP;835;12;113;S;40;37;0;N
1694;S;0;400;P;400;12;57;N;29;6;0;S
1695;C;0;2000;NP;880;4;261;S;28;0;0;N
1696;S;0;948;NP;552;4;119;N;58;48;119;S
1697;C;0;500;NP;726;20;79;N;31;96;0;N
1698;S;0;500;P;599;9;97;N;30;6;0;S
1699;S;0;580;P;453;10;69;N;39;6;0;S
1700;C;0;356;P;440;10;66;N;38;6;0;S
1701;S;0;1500;P;1257;12;169;N;27;6;0;N
1702;S;0;590;NP;311;3;116;N;34;6;0;N
1703;C;0;555;NP;699;4;145;N;66;48;200;S
1704;S;0;465;NP;519;11;60;S;48;0;60;N
1705;S;0;507;NP;508;3;114;N;28;48;208;N
1706;C;0;1500;P;549;12;80;N;52;6;0;N
1707;S;0;1000;P;365;10;56;N;27;6;0;N
1708;S;0;880;NP;474;12;65;N;62;0;0;S
1709;C;0;300;P;300;5;74;S;26;0;0;S
1710;C;0;535;P;345;5;85;N;30;6;0;S
1711;C;0;942;NP;407;12;55;S;43;12;0;N
1712;D;0;1016;NP;959;12;118;N;37;48;0;N
1713;C;0;2000;P;599;4;175;N;46;6;0;S
1714;S;0;350;NP;399;6;66;N;25;48;80;N
1715;C;0;1299;NP;528;3;196;N;24;48;0;N
1716;C;0;360;NP;379;6;64;N;43;48;0;N
1717;S;0;360;P;428;6;91;N;30;6;0;S
1718;C;0;1000;NP;607;3;165;S;57;0;165;S
1719;S;0;480;P;304;6;65;N;33;6;0;N
1720;S;0;340;NP;329;5;66;N;34;180;65;N
1721;S;0;1000;NP;322;3;120;S;31;0;0;N
1722;S;0;700;NP;565;12;78;N;31;0;0;N
1723;C;0;540;NP;355;4;90;N;59;48;0;S
1724;S;0;430;NP;554;10;84;N;28;0;0;N
1725;C;0;450;P;358;9;55;N;41;6;23;N
1726;S;0;400;NP;466;12;63;N;24;18;0;N
1727;C;0;800;P;639;10;88;N;26;6;0;S
1728;S;0;2300;P;716;3;267;N;41;6;0;S
1729;S;0;1573;P;747;10;103;N;52;6;0;S
1730;S;0;670;NP;541;8;82;N;24;24;82;N
1731;S;0;927;P;468;6;105;S;32;0;0;S
1732;C;0;1600;NP;399;2;213;N;35;48;0;N
1733;C;0;350;P;302;6;67;S;34;0;0;S
1734;C;0;1000;P;369;4;108;N;37;6;0;S
1735;S;0;523;P;730;10;96;N;36;6;0;S
1736;C;0;5200;NP;314;2;170;N;60;48;0;S
1737;S;0;300;P;378;6;84;S;40;120;0;S
1738;D;0;599;NP;646;10;98;S;42;18;0;N
1739;S;0;580;NP;489;10;75;N;21;8;0;N
1740;S;0;700;P;1290;10;177;N;70;6;0;S
1741;S;0;800;P;529;18;59;N;42;6;0;S
1742;S;0;600;NP;335;2;114;N;58;0;114;S
1743;C;0;1264;NP;522;3;194;N;32;48;0;N
1744;C;0;550;NP;372;3;139;N;41;6;0;N
1745;S;0;338;P;767;10;96;N;44;6;0;S
1746;C;0;2000;P;618;10;89;N;39;6;0;N
1747;C;0;360;P;618;10;89;N;33;6;0;N
1748;S;0;500;P;525;12;51;S;34;36;150;S
1749;S;0;500;NP;421;10;64;S;30;3;0;N
1750;S;0;350;NP;398;10;61;N;37;0;0;N
1751;S;2;500;P;468;10;65;N;39;6;0;S
1752;S;0;349;NP;540;6;87;N;22;0;149;N
1753;D;0;504;NP;334;2;113;N;66;48;113;S
1754;C;0;300;NP;459;12;63;N;22;0;0;N
1755;C;0;300;NP;475;12;64;N;59;6;0;S
1756;S;0;500;P;496;4;145;N;20;6;0;N
1757;S;0;533;NP;475;12;65;N;45;24;0;N
1758;S;0;1598;NP;349;4;71;N;57;0;71;S
1759;S;0;790;NP;829;10;126;S;42;0;0;N
1760;C;0;480;P;468;10;65;N;27;6;0;S
1761;C;0;1024;NP;623;5;126;N;47;48;0;N
1762;D;0;662;NP;502;12;68;N;36;24;0;N
1763;S;0;350;P;540;10;82;N;31;6;0;S
1764;C;0;1350;NP;326;6;74;N;32;120;0;N
1765;C;0;520;P;849;10;117;N;26;6;0;S
1766;C;0;385;NP;400;10;61;N;28;24;0;N
1767;S;0;1414;NP;339;10;52;S;55;12;0;S
1768;C;0;1500;NP;380;1;397;N;22;48;0;N
1769;C;0;480;NP;371;6;86;N;32;72;0;N
1770;V;0;2493;NP;437;6;96;N;60;48;0;S
1771;C;0;350;NP;341;6;58;N;27;48;0;N
1772;D;0;600;NP;399;9;60;N;31;48;0;N
1773;V;0;340;NP;477;12;65;N;33;0;0;N
1774;C;0;489;NP;546;12;74;N;42;6;0;N
1775;C;0;467;NP;466;12;63;N;33;120;0;N
1776;C;0;700;NP;676;12;93;N;53;0;0;N
1777;S;0;500;P;575;12;78;N;42;132;0;S
1778;S;0;336;P;472;9;66;N;35;6;70;S
1779;C;0;1500;NP;432;3;160;N;54;48;0;N
1780;S;0;1152;P;495;2;269;N;50;6;0;S
1781;S;0;658;P;372;2;126;N;36;106;126;S
1782;C;0;1100;NP;549;6;92;N;32;48;0;N
1783;C;0;881;NP;392;6;66;N;51;48;0;N
1784;C;0;400;NP;450;12;61;N;40;72;0;N
1785;C;0;624;P;618;18;67;N;46;6;0;S
1786;C;0;8000;P;445;10;68;N;49;6;0;S
1787;D;0;3000;NP;552;4;119;N;61;48;119;S
1788;C;0;819;NP;384;2;130;N;65;48;130;S
1789;C;0;533;P;701;10;88;N;51;6;0;S
1790;S;0;1250;P;436;3;119;S;29;12;119;S
1791;S;0;654;NP;354;3;136;N;61;48;0;S
1792;S;0;670;P;849;15;100;N;42;6;0;N
1793;S;0;300;P;479;12;65;N;52;6;0;S
1794;C;0;890;NP;700;3;260;N;66;48;0;S
1795;S;0;1500;P;537;10;78;N;41;6;0;S
1796;C;0;406;P;495;12;67;S;42;36;0;S
1797;S;2;900;P;399;5;96;N;38;6;0;S
1798;S;0;799;NP;400;6;71;N;55;0;80;S
1799;S;0;300;NP;399;8;57;N;48;0;80;N
1800;S;0;1500;NP;1197;6;244;N;26;0;0;N
1801;S;0;3500;P;558;10;73;N;34;6;0;S
1802;S;0;547;NP;703;16;84;N;28;0;0;N
1803;S;0;300;P;346;10;51;N;40;6;0;S
1804;S;0;1000;P;448;10;65;N;33;6;0;S
1805;S;0;1078;P;1059;10;145;N;46;6;0;S
1806;S;0;1500;P;670;4;195;N;52;6;0;N
1807;S;0;360;NP;423;6;71;N;64;48;0;N
1808;C;0;650;NP;345;3;128;N;30;48;0;N
1809;S;0;659;NP;449;4;133;N;63;48;0;S
1810;C;0;800;NP;411;3;156;N;36;0;0;N
1811;C;1;300;P;505;10;70;N;28;6;0;S
1812;S;0;356;NP;399;12;54;N;24;0;0;N
1813;C;0;320;P;309;5;76;N;39;120;0;S
1814;S;0;1000;P;618;10;89;N;31;6;0;S
1815;S;0;380;P;468;10;71;S;66;0;0;S
1816;C;0;400;NP;350;5;86;N;20;12;0;N
1817;C;0;2500;NP;693;3;257;N;48;48;0;N
1818;C;0;555;NP;552;4;119;N;59;48;119;S
1819;S;0;1500;NP;698;7;136;N;61;0;0;S
1820;S;0;1000;NP;778;2;261;N;59;0;261;S
1821;S;0;1600;P;495;9;60;N;23;6;60;N
1822;S;0;528;P;726;6;154;N;48;6;0;S
1823;C;0;500;NP;599;12;82;S;20;18;0;N
1824;S;0;9675;P;765;10;100;N;66;6;0;S
1825;C;0;504;P;538;10;82;N;48;6;0;S
1826;S;0;659;P;321;6;59;N;36;6;50;S
1827;S;0;400;P;595;12;80;N;39;6;0;S
1828;V;0;2000;P;496;12;68;S;62;360;0;S
1829;C;0;745;NP;539;12;73;N;69;6;0;N
1830;S;0;3000;NP;389;3;145;N;59;48;0;S
1831;C;0;443;P;420;10;58;N;39;6;0;N
1832;S;0;600;P;380;6;81;N;31;6;0;S
1833;S;0;1470;P;650;10;90;N;49;6;0;S
1834;C;0;505;NP;466;12;63;S;23;24;0;N
1835;S;0;1500;P;468;10;68;N;35;6;0;S
1836;S;0;638;P;638;6;135;N;47;6;0;S
1837;C;0;1800;NP;514;7;100;N;26;12;0;N
1838;C;0;600;P;971;10;146;N;40;6;0;N
1839;C;0;478;NP;326;4;83;N;59;48;0;S
1840;C;0;3000;P;498;6;106;N;29;6;0;S
1841;S;2;3319;P;639;10;88;N;61;6;0;S
1842;C;0;340;P;546;10;72;N;63;6;0;S
1843;S;0;3650;NP;624;2;210;N;56;0;210;S
1844;C;0;320;NP;429;10;65;N;21;84;0;N
1845;S;0;1942;NP;983;8;166;N;38;48;0;N
1846;C;0;324;P;344;10;53;N;28;6;0;S
1847;C;0;336;NP;309;6;52;N;69;48;0;N
1848;S;0;500;NP;468;12;58;S;23;36;50;N
1849;S;0;700;NP;690;6;145;N;20;48;0;N
1850;S;2;599;P;657;10;91;N;37;6;0;N
1851;C;0;600;P;627;6;95;S;39;0;200;S
1852;S;0;436;NP;519;11;60;N;57;0;60;S
1853;S;0;500;NP;519;11;60;N;56;0;60;S
1854;C;0;1241;NP;549;3;204;N;64;48;0;S
1855;S;0;400;NP;358;6;80;N;25;0;0;N
1856;S;0;586;NP;748;10;114;N;61;0;0;S
1857;V;0;861;P;759;6;170;S;62;180;0;S
1858;S;0;500;P;480;10;67;N;43;6;0;N
1859;S;3;1000;P;647;3;176;N;37;6;176;S
1860;C;0;350;NP;395;10;60;N;23;0;0;N
1861;C;0;396;NP;466;12;63;N;25;18;0;N
1862;S;0;1200;NP;320;3;123;N;46;0;0;N
1863;V;0;340;NP;449;10;69;N;61;180;0;N
1864;S;0;800;P;546;6;116;N;29;6;0;S
1865;S;0;600;P;401;10;61;N;35;6;0;N
1866;S;0;800;P;399;4;118;N;47;60;0;S
1867;C;0;1500;NP;320;1;337;N;39;48;0;N
1868;C;0;350;NP;370;5;92;N;24;0;0;N
1869;S;0;400;P;418;12;57;N;31;6;0;S
1870;S;0;600;NP;466;10;63;S;56;0;50;S
1871;C;0;1300;NP;1390;11;193;N;24;48;0;N
1872;S;0;400;P;985;15;116;N;36;6;0;S
1873;S;0;700;P;449;10;68;N;59;6;0;S
1874;S;0;676;NP;366;6;62;N;60;0;0;S
1875;C;0;1100;NP;380;4;112;S;63;0;0;N
1876;S;0;360;NP;449;21;51;N;61;0;0;N
1877;S;0;570;NP;415;12;57;S;28;144;0;N
1878;S;0;600;P;520;10;75;N;40;6;0;S
1879;C;0;383;P;652;10;86;N;55;6;0;S
1880;S;0;600;P;385;9;63;N;26;6;0;S
1881;S;0;696;NP;421;12;57;S;56;120;0;N
1882;S;0;600;P;539;15;64;N;50;6;0;N
1883;S;0;900;P;597;10;82;N;28;6;0;S
1884;C;0;920;NP;847;12;71;N;63;48;0;S
1885;S;0;4000;P;429;10;60;N;34;6;0;S
1886;S;0;350;P;755;12;102;N;38;6;0;S
1887;C;0;470;P;480;10;67;N;61;6;0;S
1888;C;0;3000;P;618;10;85;N;34;6;0;N
1889;S;0;500;P;495;5;119;N;53;6;0;S
1890;C;0;650;P;970;12;130;N;24;6;0;N
1891;V;0;667;NP;567;15;70;N;45;288;0;N
1892;S;0;330;NP;470;9;77;N;20;6;0;N
1893;S;0;2500;NP;842;12;114;N;26;120;0;N
1894;S;0;1000;NP;537;10;78;N;28;6;0;N
1895;S;0;500;NP;631;5;117;S;54;0;150;S
1896;C;0;478;P;427;5;103;N;33;6;0;S
1897;S;0;882;NP;370;4;75;N;56;0;75;S
1898;S;0;2879;NP;2151;2;719;N;65;48;719;S
1899;S;0;350;P;445;9;73;N;44;6;0;N
1900;S;0;1000;P;327;4;96;N;58;6;0;S
1901;D;0;500;P;409;10;62;S;36;72;0;S
1902;S;0;370;NP;400;12;55;N;50;8;0;N
1903;S;0;350;P;390;10;59;N;57;6;0;N
1904;V;0;666;NP;670;11;93;N;65;48;0;N
1905;C;0;1000;P;359;9;59;N;49;6;0;S
1906;C;0;540;NP;558;11;70;S;21;0;70;N
1907;S;0;2500;P;631;5;151;N;27;6;0;S
1908;S;0;1333;P;670;12;90;N;33;6;0;S
1909;S;0;578;P;885;10;134;N;35;6;0;S
1910;C;0;600;NP;657;10;100;S;24;36;0;N
1911;S;0;1790;NP;2423;12;306;N;32;0;0;N
1912;V;2;869;NP;829;15;103;S;59;108;0;N
1913;S;0;400;P;441;12;60;N;52;6;0;N
1914;S;1;500;P;339;6;75;N;30;6;0;S
1915;C;0;351;NP;330;10;50;N;23;17;0;N
1916;C;0;1800;P;387;6;83;N;41;6;0;S
1917;C;0;1000;NP;304;2;163;N;59;48;0;S
1918;S;0;1417;NP;552;4;119;N;64;48;119;S
1919;S;0;3500;P;480;10;67;N;34;6;0;S
1920;S;0;450;NP;346;4;103;N;24;0;0;N
1921;C;0;800;NP;543;6;83;N;21;48;50;N
1922;S;0;358;NP;572;10;73;S;28;120;90;N
1923;S;0;450;P;465;8;84;N;35;36;0;S
1924;S;0;1200;P;1059;10;145;N;48;6;0;S
1925;S;0;900;NP;450;10;69;N;40;6;0;N
1926;V;0;527;NP;341;5;86;S;68;72;0;S
1927;S;0;600;P;550;12;74;N;36;6;0;S
1928;S;0;400;P;324;7;64;S;52;0;0;S
1929;C;0;1176;NP;704;6;149;N;58;48;0;S
1930;S;0;350;NP;618;10;89;N;25;6;0;N
1931;V;0;650;NP;959;12;111;N;40;48;59;N
1932;S;2;3000;P;405;6;87;N;49;6;0;S
1933;C;0;697;NP;438;15;55;S;36;24;0;N
1934;S;0;800;P;339;10;52;N;38;6;0;S
1935;C;0;800;NP;457;15;57;S;63;0;0;S
1936;S;0;496;NP;623;12;87;N;50;0;0;N
1937;S;0;1540;P;525;10;80;N;42;6;0;S
1938;C;0;480;P;360;4;107;N;28;24;0;S
1939;C;0;462;NP;430;9;70;S;40;188;0;N
1940;C;0;496;NP;350;10;54;N;29;60;0;N
1941;S;0;500;P;429;10;60;N;54;6;0;S
1942;C;0;600;NP;381;6;64;N;34;48;0;N
1943;C;0;1500;P;496;10;75;N;40;6;0;N
1944;S;0;500;NP;489;12;67;N;41;12;0;N
1945;D;0;900;P;482;2;163;N;33;82;163;S
1946;C;0;2851;P;885;10;122;N;31;6;0;S
1947;S;0;500;P;457;3;97;N;46;6;200;S
1948;S;0;727;NP;529;6;111;N;60;48;0;S
1949;S;0;2000;NP;329;7;64;N;31;0;0;N
1950;C;0;443;NP;461;5;114;S;68;240;0;N
1951;C;0;2000;NP;1379;6;286;N;39;48;0;N
1952;S;0;426;P;399;10;55;N;47;6;0;S
1953;C;0;420;P;537;10;82;N;24;6;0;N
1954;S;0;2200;NP;549;6;112;N;35;48;0;N
1955;C;0;380;NP;548;12;76;N;38;156;0;N
1956;S;0;665;P;567;10;78;N;38;6;0;S
1957;C;0;450;NP;547;10;83;S;21;0;0;N
1958;S;0;1000;P;346;3;128;N;45;6;0;S
1959;S;2;350;P;682;10;94;N;28;6;0;N
1960;C;0;560;NP;924;19;87;N;38;132;150;N
1961;C;0;1690;NP;319;5;54;N;58;48;54;S
1962;S;2;360;P;489;12;66;N;35;6;0;S
1963;C;0;1200;NP;620;6;138;N;40;24;0;N
1964;S;0;475;P;355;10;54;N;41;6;0;N
1965;C;0;480;NP;545;12;74;N;43;300;0;N
1966;S;0;1113;NP;805;10;122;N;29;12;0;N
1967;C;0;4000;NP;355;3;120;N;26;48;0;N
1968;S;0;400;P;348;10;51;N;23;6;0;N
1969;S;0;800;P;721;6;115;N;30;6;180;N
1970;C;0;1800;NP;665;3;247;N;58;48;0;N
1971;C;0;550;NP;395;10;60;N;36;60;0;N
1972;S;0;550;NP;338;9;56;N;62;12;0;S
1973;C;0;450;P;510;12;56;N;58;6;100;S
1974;S;0;1266;NP;882;4;221;N;60;48;0;S
1975;C;0;600;P;463;10;70;N;47;6;0;S
1976;C;0;320;P;459;10;64;N;50;6;0;S
1977;S;0;900;NP;438;4;129;N;35;12;0;N
1978;S;0;1700;NP;1161;9;189;N;30;0;0;N
1979;C;0;3000;NP;382;1;194;N;62;48;194;S
1980;S;0;2320;NP;804;12;99;N;65;48;0;S
1981;S;0;457;NP;398;9;66;S;67;0;0;N
1982;C;0;639;NP;610;12;83;N;49;0;0;N
1983;S;0;440;P;396;6;88;S;51;168;0;S
1984;S;0;500;NP;333;4;98;N;33;0;0;N
1985;S;0;350;P;440;8;60;N;39;24;100;S
1986;C;0;500;NP;552;4;119;N;61;48;119;S
1987;S;0;458;NP;668;12;82;N;64;48;0;S
1988;C;0;500;NP;552;4;119;N;61;48;119;S
1989;C;0;750;P;441;6;94;N;44;6;0;N
1990;C;0;437;NP;509;12;65;N;21;48;0;N
1991;C;0;484;NP;568;12;77;N;19;36;0;N
1992;D;0;2137;NP;624;9;94;N;62;48;0;S
1993;S;0;494;NP;743;12;90;N;40;0;90;N
1994;S;0;475;P;965;12;130;N;27;6;0;N
1995;S;0;420;P;459;10;67;N;38;6;0;S
1996;S;0;880;NP;598;10;86;N;28;0;0;N
1997;S;0;800;NP;552;4;119;N;62;48;119;S
1998;C;0;480;NP;488;12;66;N;45;120;0;N
1999;C;0;3200;NP;378;3;140;N;41;48;0;N
2000;C;0;567;NP;1117;12;137;N;38;48;0;N
2001;S;0;500;P;618;10;85;N;42;6;0;S
2002;C;0;2355;NP;590;6;124;N;62;48;0;S
2003;C;0;500;NP;376;3;140;N;25;48;0;N
2004;V;0;1092;NP;374;12;51;N;62;0;0;S
2005;S;0;300;P;339;10;52;N;40;6;0;S
2006;S;0;532;NP;341;6;58;N;59;0;0;S
2007;C;0;400;P;459;10;70;N;31;6;0;S
2008;S;0;800;NP;940;15;116;N;48;120;0;N
2009;C;0;600;NP;895;12;122;N;24;24;0;S
2010;C;0;2315;NP;391;1;408;N;34;48;0;N
2011;C;0;500;P;389;6;56;N;34;6;129;S
2012;C;0;396;NP;400;6;89;N;24;24;0;N
2013;C;0;450;P;309;6;66;N;39;6;0;S
2014;C;0;5000;NP;529;3;197;N;61;48;0;S
2015;C;0;977;NP;2299;9;173;N;65;48;1150;S
2016;C;0;1500;P;480;10;67;N;45;6;0;S
2017;S;0;800;NP;518;10;79;N;46;18;0;N
2018;V;0;500;NP;717;15;76;S;70;192;100;S
2019;C;0;1500;NP;552;4;119;N;61;48;119;S
2020;V;0;350;NP;458;12;62;N;57;120;0;N
2021;S;0;700;P;471;15;56;N;44;6;0;S
2022;S;0;600;P;1059;10;145;N;50;6;0;S
2023;C;0;400;NP;409;12;57;N;30;24;0;N
2024;S;0;2500;NP;989;11;137;N;31;48;0;N
2025;C;0;350;P;441;10;54;N;18;6;90;N
2026;S;2;600;NP;547;12;75;N;32;72;0;N
2027;S;0;1400;P;650;12;88;N;36;6;0;S
2028;S;0;550;P;350;10;54;N;26;6;0;S
2029;S;0;1018;NP;899;12;114;N;44;48;0;N
2030;S;0;850;P;899;10;136;N;41;6;0;N
2031;C;0;400;P;425;12;58;N;22;6;0;N
2032;C;0;600;P;342;3;130;N;40;6;0;S
2033;C;0;600;NP;776;12;105;S;50;276;0;N
2034;S;0;544;NP;416;10;64;N;41;0;0;N
2035;S;0;500;P;750;10;113;N;40;6;0;S
2036;C;0;470;P;618;10;89;N;26;6;0;N
2037;C;0;600;NP;365;10;56;N;27;6;0;N
2038;S;0;300;P;375;6;80;N;33;6;0;S
2039;S;0;550;NP;335;6;75;N;51;240;0;N
2040;S;0;600;P;518;12;71;S;32;36;0;S
2041;C;0;1200;NP;771;5;188;S;37;36;0;N
2042;S;0;500;NP;445;5;109;N;25;0;0;N
2043;S;0;414;NP;332;6;69;N;35;48;0;N
2044;S;0;850;NP;387;12;53;N;34;6;0;N
2045;C;0;1300;P;317;9;52;N;31;6;0;S
2046;S;0;370;NP;704;12;97;N;33;48;0;N
2047;S;0;600;P;349;6;75;N;28;6;0;S
2048;S;0;2800;P;387;6;83;N;46;6;0;S
2049;C;0;450;NP;469;10;72;N;27;0;0;N
2050;C;0;825;NP;639;5;126;N;62;48;126;S
2051;C;2;832;P;2335;18;148;N;48;6;1000;S
2052;C;0;443;NP;596;6;100;N;66;48;0;S
2053;S;0;1550;NP;1770;5;295;N;59;0;295;S
2054;C;0;1072;NP;309;3;118;N;66;48;0;S
2055;S;0;1040;NP;759;6;156;N;33;48;0;N
2056;C;0;730;NP;690;6;154;N;21;48;0;N
2057;S;2;500;P;505;6;108;N;32;6;0;S
2058;C;0;800;NP;480;10;67;N;41;6;0;N
2059;C;2;500;P;775;12;84;N;31;6;150;N
2060;C;0;500;P;606;10;91;N;34;6;0;S
2061;S;0;500;P;359;9;59;N;29;6;0;S
2062;S;1;530;NP;360;10;55;N;57;6;0;S
2063;S;0;1000;P;480;10;67;N;27;6;0;N
2064;C;0;490;NP;303;5;51;N;29;0;100;N
2065;D;0;760;NP;498;4;151;N;55;0;0;S
2066;S;0;1583;NP;379;6;80;N;61;48;0;S
2067;S;4;368;P;473;9;77;N;49;6;0;S
2068;V;0;4023;NP;552;4;119;N;66;48;119;S
2069;C;0;688;P;348;10;51;N;60;6;0;S
2070;S;0;1500;NP;698;4;159;N;62;0;159;S
2071;S;0;1632;NP;2499;18;230;N;64;48;350;S
2072;V;0;483;NP;587;10;90;S;45;300;0;N
2073;S;0;480;P;398;6;89;N;33;84;0;S
2074;C;0;773;NP;699;6;131;N;63;48;0;S
2075;S;3;1200;NP;495;4;145;N;39;6;0;N
2076;C;0;600;NP;572;15;68;N;33;6;0;N
2077;S;0;800;P;429;10;60;N;29;6;0;S
